ID,Text,Valence,Arousal
T0643,我們自認為在做對的事情，但不一定是病人真正希望的，或許能多傾聽了解病人。,5.2,3.375
T0644,現在想想他可能處在長時間插管的痛苦時期，除了氧氣和藥物，我們也沒辦法給予他心裡面可能需要的，加上看到9/3的27床張伯伯自己做出的選擇，突然想到：或許蘇伯伯對於治療的選擇可能也有了不同想法？,3.625,4.0
T0645,事後的反思：其實這幾天照顧蘇伯伯的過程中，常常都感覺他想要跟我們做溝通，但是礙於插管以及約束，沒辦法做出有效的對話。,4.375,4.6
T0646,我的情緒：當我聽到蘇伯伯兒子的想法，以及看到蘇伯伯本人的反應時(尤其是9/3拔管時，我走進去看蘇伯伯，他看著我，對我的第一句話竟然是我要告你們，雖然我不確定是不是正在譫妄的狀態)，其實第一時間我的心情是難過的，因為我覺得我們都是努力在想要為了病人好，不論是在藥物或治療照顧方面，又或者是常常去看看蘇伯伯做PE、陪他聊天，大家的所作所為都秉持著do no harm的基本概念，甚至他的兒子明明也是醫療業的同伴，因此聽到自己和大家的努力被誤解否定的時候，我其實心裡面最多的是難過的情緒。,2.6,5.9
T0647,而蘇伯伯兒子剛好也是醫療業的人員，對我們的態度似乎不是很諒解，蘇伯伯本人對我們似乎也不像其他病患那麼友善。,3.6,3.75
T0648,從當初碰到的CO2 retention讓他需要插管之外，後續也碰到拔管之後又要重新插管兩次，還有HAP的問題。,4.375,4.75
T0649,因為蘇伯伯其實在8/24就有到MICU，只是剛好不是我負責的病患，到第二次回MICU後才對他的狀況比較清楚：,4.75,2.25
T0650,具體來說碰到的問題以這個病患做反思，其實碰到蠻多事件的。,4.7,3.125
T0651,感謝老師除了教導我許多臨床知識，也跟我討論很多關於病人的問題，更讓我們自由地照著興趣在MICU到處觀摩學習(甚至跑到A區看海洋弧菌等病患)，也不會有太多的壓力，讓我這兩周既充實又成長許多，也覺得很幸運能夠跟您學習，謝謝老師。,6.75,4.0
T0652,我覺得經過這兩周的學習，面對典型的病人我也有信心能夠做出正確的診斷與計畫，也更能夠理解開立這些檢查的目的以及需要注意的部分，雖然有點辛苦但我覺得獲得的回報蠻正面的，期許未來在不同科別能夠好好利用這兩週所學並繼續精進自己。,7.5,5.2
T0653,另外我覺得MICU最特別的地方是每天的會客時間，除了每天要詳細跟家屬解釋病情之外，還要針對不同家屬保護病人的隱私並了解每個人的立場，加上碰到蠻多DNR的病人，以及需要召開家庭會議討論是否安寧等情況，我們總是要盡可能全方向提出各種做法，並分析每種之間的優缺點，透過自身經驗給予病人或家屬建議的同時又要顧及病人自主權，是我覺得最困難去拿捏的一塊，也是這兩周我認為很值得學習的部分。,6.375,4.0
T0654,除了這些核心課程和重症相關的基本知識與技能之外，也很感謝智瑋與昶翰學長總是很耐心地回答我們各式各樣的問題，甚至常常在下午帶著我去bedside做超音波教學，一做可能就一個小時，而我覺得最讓我佩服的是老師您總是能夠在我們提出各種問題時，鉅細靡遺地說出這名病患的病史並回答我們的問題，把病人的問題與狀況記的一清二楚，遇到一些比較少見的內容也會提醒我們應該去學習的重點，讓我覺得這兩個禮拜的學習總是事半功倍，不會漫無目的。,6.667000000000001,6.125
T0655,當我離開世界時不知道是幾十年後的事情，只願當時身邊的人能夠理解並且不要太過傷心，因為來世界走一遭會發現很多是該放下就該放下，強求不來。,4.7,4.0
T0656,我總有一天也會送走至親，我自己也會面臨臨終的階段，到了當時我想尊重他們的選擇，如果他想要治療就支持他，如果他想順其自然陪伴他。,5.875,3.833
T0657,我在加護病房照顧的病人住院的緣由是為了檢查脖子上的腫塊，沒想到直接躺到加護病房最後還被發了病危通知，由於病人本人對於疾病的治療也是比較消極，所以之後的走向比較沒有爭議，但家屬的心情就像雲霄飛車，這就是在加護病房這個總是有人離世，有人送別的地方會見到的生命中無奈以及令人心疼的時候。,3.375,5.667000000000001
T0658,有人不能忍受送走自己的家人，有人不願自己的家人永遠昏迷不醒，我們又該如何取捨呢？,3.5,4.0
T0659,另外，當家屬的意見不同時又該怎麼辦，有一位病人可能面臨植物人的結果，家族的支持真的有辦法照顧他到臨終嗎？,4.0,4.2
T0660,我看見被病痛折磨的病人忍不住會想活著的意義是什麼，難道是痛苦的被疾病折磨嗎，並且人隨著年紀的增長身體機能無可避免地會下降，我們積極的治療究竟能為病人帶來什麼好處，並且許多家庭對於生病的家人都有照顧上困難的地方，但是延長疾病會讓病人以及家人的幸福感降低，也許太過就事論事，忘記思考人們的感情不是說放開就能放開。,3.75,6.25
T0661,在這個平均壽命八十歲的國家，也許六十歲只能算是資深的大人而已，再加上晚婚晚育的問題，許多六十歲的病人，他們的子女還是很年輕的，人生還有一段很長的路要走，對他們來說父母陪在身邊的時間相對別人就比較短，他們往往會比八十歲老人的家屬更加積極地想去治療，這半個月我看見六十出頭的病人卻面臨臨終的選擇，因為疾病的折磨而消瘦、蒼老，靠著醫療維生器躺在病床上，當面對這種情形時，無論是八十歲還是六十歲的病人在身體上的痛苦都是一樣的，差別在於病人以及家屬是否放不下的遺憾。,3.6,4.2
T0662,在這個過程中，我覺得我是初次正式理解到了在短暫時間中病況快速變化時，提供確實的資訊並安撫家屬的情緒是多重要多需要練習的一件事情，兼具理性的選項提供與感性的情感支持，除了醫師外整個團隊都必須合作完成這件事。,6.0,3.25
T0663,試著去想像了一下家屬的心情，如果是發生在自己身上會有什麼感受、會想知道那些資訊與選擇，也許最後能提供的就是所有的選項和可能的結果，但不做任何保證，讓家屬可以在知曉可能選項的狀態下做出決定，並理解這些決定有多不容易。,3.75,4.625
T0664,我的不安或許來自於對病人狀況的無能為力、以及對有時無法立即跟家屬溝通的不踏實感，也許也有點害怕糾紛的產生。,3.875,5.2
T0665,同時主要為病人做決定的家屬、其女兒甚至都還在住院中，在短暫的會客時間拖著自己的病痛來到加護病房跟醫師討論處置，在心情上應該是頗為難以負荷的吧。,3.75,4.3
T0666,那時的我總有一種不太踏實的感覺，依然有些不安，想知道這些在晨會被問過無數次、我至今也許也還在學習指認中的各種處置是否能在病人身上起些作用，又該如何觀察出來呢?,4.0,4.5
T0667,等到line on上，水灌上去後大家回到原本的工作，我卻還是在整個下午不斷地跑到6床旁邊看病人的血壓和身周狀況。,4.25,5.625
T0668,這是一位肝膿瘍尚未引流的病人，本來預計下午要送去放射科卻等不到那個時候。,3.8,4.0
T0669,下次如果遇到類似的事件，我除了不能讓我對於某些疾病的刻板印象影響到了我對於這個病患的同理，也要在產生問題時及早去尋求答案，才不會在等到病患都離世了才在那裏找答案，一切已於事無補。,3.75,4.75
T0670,我才發現原來他 8 月剛被診斷為癌症，但做了許多化驗仍舊找不到源頭，都還沒開始療程，卻已經離世，難怪家屬的情緒會如此激動，我內心瞬間能夠同理家屬，並對於我上周內心的想法感到慚愧。,3.75,4.125
T0671,這跟MM 不一樣、並不是因為這個病患有值得探討尚未解決的疑惑，這只是單純因為他不是我的 primary care，我比較沒有花時間了解他，不清楚整個 team 對他臨床處置療程的進度。,4.2,4.3
T0672,病人都已經離世了，我卻連他具體發生甚麼事都不清楚。,3.25,5.3
T0673,此時我才在護理站翻這位剛離世病患的病歷、那已經成為虛無縹緲的文字，我覺得很沒有意義。,3.875,5.332999999999999
T0674,等我下次注意到他，已是第二周星期四的早晨，他被壓著 Bag Valve Mask 急匆匆的離開 MICU，病床內迴盪著莊嚴肅穆的宗教旋律。,4.8,2.625
T0675,時間匆匆的過去，連幾日的會客時間都會看到阿姨出現，老師也花了相對比較多時間在解釋病情與安撫家屬的情緒，但我始終沒有點開那位病患的病歷。,4.0,4.1
T0676,總之我告訴自己一定要找時間出來再翻翻那個病患的病歷，仔細看看那個病患後續的處理，才能知道為甚麼家屬會如此難過。,4.6,4.25
T0677,白天跟在老師後面交班也沒有聽到甚麼特殊事項，那樣子家屬流淚，是因為阿姨天生就比較感性?與病患的感情非常好?還是病患很年輕就入住加護病房?,4.25,4.25
T0678,我才剛離開感染內科，對於 IVDU 的病患的理解會覺得他們往往自己放棄自己了，才會讓毒品有機可趁，讓毒品劑量在身體累積到一定程度後，才來尋求醫療的協助。,3.9,3.9
T0679,我盯著手上的 patient list，看著後面註記的發燒、結腸炎以及血液腫瘤科相關疾病，加上 IVDU，心理越發的困惑。,4.0,4.8
T0680,到了隔天我才發現原來阿姨是 B 床的家屬，心裡想說昨天正在離世的病患家屬都沒有那麼難過了，為甚麼阿姨會那麼難過呢?,4.0,3.7
T0681,我原本以為她是中午甫離世的 A 床病患的家屬，心理暗自慶幸剛好是在會客時間，家屬來得及把握與病患最後在塵世相處的片刻。,5.5,2.625
T0682,在我在加護病房的第一周星期四，有一個新病人轉入加護病房，只見會客時，那個病患的阿姨抓著老師頻頻流淚，護理師默默替她搬了張椅子來讓阿姨穩定情緒。,3.875,5.125
T0683,而我也相信，所謂的醫學，就是長年下來的經驗累積與傳承。,6.25,4.0
T0684,或許，在一些病患身上，我們所作的處置或檢查，到最後依舊無法避免其走向死亡，但我相信，只要有千分之一，甚至是萬分之一的可能，在利弊權衡後認為值得一試，就不該主動放棄。,5.375,5.4
T0685,我想，這個問題的答案，大概依舊是無從得知。,4.125,2.5
T0686,而就醫師的角度，若有機會改善，大部分還是會推薦積極治療。,5.75,4.125
T0687,而在這種情況下，除非有預立醫囑，否則大部分狀況下還是由家屬決定是否要接受侵入性醫療。,5.0,1.75
T0688,在加護病房實習的這兩週，看到的病患其實大概一半都是意識不清的病患。,4.5,2.375
T0689,此刻的我，不禁懷疑，當時他那瞬間的表述，是意識不清時的反應？亦或是真的拒絕再接受更多的醫療處置了呢？,4.2,4.875
T0690,以病患為師，於臨床的變化下學習，相信此時此刻所做的治療，不僅僅只是為這位病人治療疾病、搶救性命，亦同時是在累積自身經驗、以為未來所遇到的病人們提供更加佳的醫療處置。,6.7,4.2
T0691,過了幾天，阿北沒能熬過病痛的侵蝕，還是離世了。,3.0,4.5
T0692,“阿北，等等打麻醉會痛一下喔”,5.2,3.25
T0693,雖然剛進ICU時，這位病患還算Clear，但這幾天基本只會看到他偶爾睜眼，表達能力和先前相比已大幅下降。,4.0,4.0
T0694,於是，我抱著既興奮又忐忑的心，和學長推著治療車到病床旁。,5.1,6.5
T0695,“學弟，你之前有抽過腹水嗎？“ 我搖了搖頭。 ”那這次讓你放吧，我會在旁邊教你的，不用緊張！“,5.25,4.25
T0696,因懷疑病患還有未發現的發炎原因，加上臨床狀況日益惡化，及積起來的腹水，決定抽腹水送驗順道幫患者的腹腔減壓，改善他的呼吸與舒適度。,4.0,3.6
T0697,故到了最後，按照原定計畫，在學長的細心指導下，我順利地幫患者抽了要送驗的腹水。,5.75,4.375
T0698,在場的大家，瞬間有點訝異。,4.7,5.5
T0699,或許他對於母親的病情感到焦慮，因此透過反覆的詢問病情以緩解焦慮，和他表明我們的立場，並且告知他在病房提高音量的行為會造成他人困擾，希望他下次不要這麼做。,4.25,4.5
T0700,你可以怎麼做嘗試了解家屬情緒與思維，同理他們的情緒，或許家屬（兒子）很愛他的母親（病患），怕我們因為她母親造成醫護人員困擾的行為而疏於照顧她，因此多次強調他母親平時並非如此無理執拗。,4.125,4.875
T0701,對於他吼病人的事我感到氣憤，我覺得他沒有尊重其他的病人以及病人家屬，就算他有任何的苦衷也不該讓自己的情緒干擾到其他人，尤其事情發生在加護病房，當下可能有人正經歷著生死別離，他卻不顧他人在病房恣意的破口大罵，我認為這種行為非常的自私。,2.875,6.5
T0702,我也感不悅，我覺得他沒有尊重學長姐，並且他的行為已經造成學長姐的困擾，也影響到醫護人員的心情。,3.6,6.0
T0703,我感到無力且沮喪，無法理解什麼他要一直重複同樣的問題同樣的事情。,3.2,4.8
T0704,你的感受為何（使用情緒詞彙）我感到疲乏，已經快過中午十二點，肚子好餓身體好累，重複聽著過去幾天聽到的問題和敘述感到好疲倦，好想要離開病房、好想要回家；感到煩躁，無法理解他想表達什麼，他重新詢問學長是否發生過他母親是否自行關掉TVP，卻又肯定地說他母親一定有這麼做，我無法理解他想要質疑護理師栽贓他的母親，還是想表達什麼。,3.375,5.7
T0705,換月的第一天，家屬（兒子）問了R 學長PPM要使用單腔還是雙腔，並且多次重複敘述他的母親住進加護病房後性情大變，就算專科護理師學姊和他解釋已經在之前和他解釋過這是譫妄所造成的，他依舊和學長重複訴說，並且和學長重複闡述他被護理師告知，昨晚他的母親（病患）自行關掉TVP，然後詢問學長是否發生過這件事，在這之前他大聲斥責過他的母親（當時我在其他病床，都能聽到他的聲音）。,3.125,5.7
T0706,另外，若病情有機會緩和或好轉我會傾向做可能的心臟功能方面檢查，除了醫療照護上需要外，對家屬來說能得到一個可以接受為何事件發生的答案也是十分重要的。,4.875,4.5
T0707,這種併發症在醫療情境下較少出現，所以事前家屬完全沒有心理準備與術前情況落差太大，家屬難以接受因術中事故導致家屬可能產生不信任感，因此會想更詳細過問處置了解這種情況後，我認為蔡明儒醫師的處理方法以十分溫和，並且使用中性詞語佐以科學證據能較好的說服家屬，但因併發症突然，或許也可以再酌請原先家屬較熟悉的主治醫師一同來說明病情，並且視情況安排社工介入，幫助家屬度過這個情緒難關。,4.6,4.125
T0708,我可以怎麼做:如果我是負責的醫師在這種情況下，我想除了老師做到的十分詳盡並且中性的溝通外，也可以再進一步的更同理家屬情緒。,6.5,4.4
T0709,並且對病人提出的各種新療法和目前正進行中的療法一一解釋，並且佐以證據和研究支持論點，讓家屬能夠接受。,5.25,3.5
T0710,老師以不急不慢的態度將事發經過一一闡述，並盡力使用較為中性的詞彙來描述事件，以期讓家屬接受到的信息量盡量與我們一樣。,5.625,2.9
T0711,我的反應:以實習生的立場來說，這種較為緊張的狀況只適合安靜的觀察老師如何處理和溝通。,5.0,2.7
T0712,但後來也很慶幸家屬雖然悲痛且有些無法接受現況，但也還是能理性溝通。,5.1,3.8
T0713,並且會感到有些害怕於面對家屬，怕家屬進而懷疑醫療處置產生糾紛。,3.8,4.7
T0714,我的感受:當下其實感到有些惶恐，畢竟聽起來事發突然，又是治療中出現的危急情況，可以想見負責的醫師會多麼不安跟自責。,3.25,6.125
T0715,但以目前病人狀況以及後續檢查，都尚無法斷定原因。,4.625,2.5
T0716,家屬十分悲慟無法接受，且頻頻提出新療法並不斷詢問當時情形以及造成心跳停止的原因。,3.0,6.5
T0717,雖然有回復心跳，但目前意識尚未清醒，並且腦部MRI顯示部分缺血性病變，預後狀況不甚樂觀。,3.3,4.875
T0718,事件經過:一位病人因要施作RFA肝癌與射頻灼燒術入院，在過程中施打propofol，術中發現病人心跳漸慢並且有臉部發紺的情形，確認心跳停止後施行CPR。,4.75,4.0
T0719,也讓其他家屬能諒解並共同完成媽媽的心願。,5.875,3.625
T0720,同時也能合併安寧護理師和社工師的介入，召開家庭會議，讓家屬們共同協商，減輕撤除的決定對兒子們造成的負擔和罪惡感。,4.6,5.125
T0721,我可以怎麼做因病人才年過半百，身為醫療主要決策者的兒子們還很年輕，且平時不知媽媽病情，因此我們也應給予適當的安慰，告訴他們一開始在急診，還未釐清病因時插管的正當性。,4.75,4.625
T0722,且持續和家屬強調病人過去的心願、接下來持續灌食時身體會出現的變化，以及我們加諸在她身上的傷害和不適。,3.5,4.875
T0723,我的反應在病情解釋時，一方面和家屬說明病情的變化，在過去這段時間，轉移的擴大造成病人生活品質的減低。,4.5,3.25
T0724,我的感受我覺得很難過，因為媽媽本人的意願其實是不想被插管，但目前失去意識的她，卻需因家人於情不忍，而違背他之前的心願，繼續承受各種管路的痛苦。,3.625,5.25
T0725,病人之前有先簽過DNR，但因她並無事先將病情告知兩位兒子和其他家屬，因此在突然告知他們病人疾病末期的不可回復後，他們不太能接受病情的急轉直下，遲遲無法做出放棄升壓劑及拔管的決定，部分家屬還一度抱持樂觀態度，認為病人狀況好轉。,3.5,3.0
T0726,這次入院是因為，腫瘤的腦部轉移造成腦出血、水腫，造成腦幹的壓迫，進而影響到生命徵象。,4.2,2.9
T0727,描述事件一位肺癌末期的病患，使用到很後線的化療藥物後，依然在今年的門診追蹤中，被告知病灶不斷擴散，轉移到更多的肺部，以及骨頭。,4.0,3.375
T0728,家屬會客時，老師不會強調媽媽已簽了DNR，法律層面而言應遵照本人意願，而是盡量不給家屬太大的壓力，只適度的提起媽媽的心願、以及少讓媽媽受苦，家屬後來也慢慢看開，同意簽署了升壓劑下調、不再上調，然而，隔天家屬看到病人低血壓後，似乎開始猶豫，詢問血壓低會不會怎樣，老師則解釋這樣算是低血壓，而不再提起升壓這件事，我思考後，認為老師的作法值得學習，因為若再提到升壓劑，家屬可能會覺得是自己的決定導致，而感到後悔及自責。,4.7,4.0
T0729,像這位病患就算先前預立了DNR，醫療端仍不能忽視家屬的意見，一方面是給家屬充足的時間準備後續的作業，另一方面則可能是醫療端沒必要自己增添麻煩，雖然違背家屬意見在法律層面上不會有問題，但現實層面上會帶來很多的問題，畢竟能惹事情的是家屬而不會是病人。,4.2,5.125
T0730,例如糖尿病治療藥物而言，因病人的經濟、健保的限制，往往不能給予最理想的藥物治療，也有老師分享過一些好藥因國際政治阻礙，在台灣未能上市。,4.3,3.125
T0731,在醫院實習中會漸漸得知，上課學到的很多東西只是個理想，在現實臨床會有很多限制及約束。,4.625,3.7
T0732,因判斷病患的病情只會持續惡化沒有恢復的可能性，老師在家庭會議中詳細說明病情以及提出撤出呼吸器的想法，讓大家能夠達成媽媽在世中留下的最後心願，但我感到兄弟及親戚們心中還抱持著過度期待，想要觀察至農曆七月過後（當時還離三週），再來考慮撤出呼吸器這件事，兄弟尚未和媽媽說告別，希望能夠再次見到她清醒的一刻，老師於是尊重了家屬的決定。,4.7,3.8
T0733,病患可能早已預料過自己現在的狀態而簽署了DNR，不過從沒告知過兩位兒子及周圍親人，兩位兄弟直到媽媽這次轉來內科加護病房才得知此件事，兄弟當時有點嚇到，提到媽媽平時不喜歡給周圍人負擔，很多事情都自己承擔，也得知父親在兄弟國小時候就離世，媽媽自己辛苦養大兩位兒子。,3.375,4.8
T0734,這次因身體虛弱感而前往急診，不過住院沒幾天，狀況突然急速惡化，意識昏迷且呼吸暫停，於是，轉來內科加護病房插氣管，體檢發現她失去任何神經性的反射，經臨床與影像學的判斷，可知這位病患腫瘤轉移到腦部，腫瘤壓迫到腦幹，外科醫師評估就算開刀無法改善她的預後。,2.625,3.5
T0735,在內科加護病房實習時，有一位50歲末期肺癌的女性病患，腫瘤已擴散至雙側肺臟及淋巴腺，而且遠端轉移至肝臟、骨頭，因此，長期接受過多次的化療，療程中也因效果不理想換過多次化療藥物。,4.625,3.375
T0736,而最後老師的大聲起了作用家屬暫時停下質疑聽老師講中間發生什麼事，而我覺得很重要的是，老師有表明自己是一名醫師的立場，不會放著病人不管照護病人是我們最在意的事情 ，而我們已經做了哪些努力在不能侵入性的限制下，而之後我們預計的計畫還有可能發生的哪 些變化是我們擔心的和家屬站在同樣為病人擔心的同一條線上，也許才是最核心的關鍵吧。,4.9,4.7
T0737,面對不同情境與不同個性的人，互動方式也會很不一樣 ，其中的眉眉角角也等待著我不斷累積人生的經驗去體會與實際運用了。,5.375,2.625
T0738,但另一方面來想 ，其實理論與現實還是會有落差的，因為建立理論的時候都會分析簡化成比較有辦法討論的模型 但是套用到現實生活也有很多變數 ，就需要人生的經驗來修飾運用的技巧，因為人與人之間的互動是非常複雜多變的 ，所以才會有那種病人每次 看病都被醫師罵說習慣不好要改，不要吃來路不明的藥，飲食要注意，要運動等等 真的是用罵的 ))，但是病人還是很死忠的會準時回診 並且很相信醫師說的每一句話 。,5.0,4.1
T0739,並且要盡量以不卑不亢的態度溝通除了我們醫學的學理依據以外 還有行政流程、倫理議題、家屬與病人的情緒壓力焦慮 、悲傷、憤怒、病人自主權 、醫病共享決策的理念 ，讓這樣的情形發生 也要了解家屬與病人最在意的點可能是病人的安危、可能是一份尊重 、一份被在乎的感受身為醫療方的我們可以試著去給予但也不能讓病患予取予求 ，哪些是合理的那些是不合理的，在討論的過程中也可以順便做到教育大眾，也能讓類似的情形 減少發生的機會， 醫病間的信任是很重要的。,5.332999999999999,5.125
T0740,你可以怎麼做我想可以試著了解家屬的擔憂，先以聆聽為主並且試著緩和雙方的情緒並且要體諒，醫療方與家屬間資訊不對等的情況，以及雙方經歷大不同面對同樣的事件承受度不同，大家覺得 的 掌握度也不一樣。,4.75,4.2
T0741,你的反應如何其實我不是該team 的成員當時只是在 station 研究 primary care 突然發現爭執所以偷偷湊 過去一方面蒐集寫作的素材，一方面也想知道遇到這樣的情形老師會怎麼處理與面對。,4.5,4.875
T0742,你的感受如何我覺得很驚嚇，可能在醫院的時間不夠多 ，只有短短一年，不管是門診還是查房都還沒有遇過醫師與家屬吵架的狀況 第一次遇到有點不知所措覺得有點慌張 也希望大家都可以靜下來好好說清楚 ，不要帶著偏見很急促的發表自己的意見以堅持立場而不聆聽，另一方面也覺得 有點幸運 ，反思寫作的題材有著落了 。,4.5,5.25
T0743,家屬方說著醫師你這樣是不是就延誤了 醫師則是說著妳先不要說話，先聽我講好不好 兩邊就有點吵起來了。,3.5,5.75
T0744,中午會客時加護病房醫師與家屬試著解釋 與討論後續治療的計畫因為實際上還是要侵入性檢查才能確定是否有梗塞以及其程度，所以暫以 DAPT 以及Anticoagulant 治療，但家屬覺得入院都一天多了卻好像沒有做甚麼檢查，開始質疑醫師延誤 處置並且說話語氣愈來越大聲 ，而醫師也不甘示弱 ，可能覺得只是解釋不夠 ，必須先取的對話的主控權才有傳達訊息的機會，所以也越講越大聲 。,3.625,7.75
T0745,該病患一直以來都在高醫的心臟科的門診 ，由特定的醫師追蹤此次入院 懷疑STEMI但是拒絕 PCI 家屬也擔心而病人堅持要平時追蹤門診的醫師來為他評估，只接受他的建議。,4.5,5.3
T0746,描述事件一位 51 歲男性 因為頭暈、想吐、喘、冒冷汗 到聯合醫院就醫，初步懷疑是 STEMI ，因此要求轉院來高醫 ，在急診時經過 survey 也是懷疑STEMI ，照會心臟科醫師後建議 PCI 堅持拒絕 ，之後收上來到CCU 。,3.875,3.375
T0747,老師解釋時著重一直有關注、仔細評估腎臟功能，不然也不敢做心導管，而非只強調心臟風險這一塊，我想這一方法值得學習、謹記，因為能夠讓病人更願意聽，而不會覺得醫師一直堅持要做心導管而反感。,5.625,3.25
T0748,此外，在心臟內科的時候，也有遇到NSTEMI病人經老師判斷需心導管檢查，但該病患剛入院時有急性腎損傷，當時也被其他醫師告知顯影劑可能造成洗腎，因此，病患一直堅持寧願死，也不要洗腎，老師則耐心地向病患解釋，我們有密切關心腎臟指數，原本是4，現在是1，已恢復許多，以這樣的數值，老師自身經驗並無因做心導管造成洗腎的，反而，心臟方面若不處理我們會比較擔心，不過，身為醫師雖然會給病患與家屬較適合的建議，卻也不能對風險做保證，最後經家屬說服安撫，病患願意接受治療。,6.1,5.375
T0749,我想若能簡單形容休克指的是血壓低、造成組織得不到氧氣，或者更簡單平易的說法，能夠避免這個誤會，至於這個案例中，家屬認為血壓只是稍微低，不知其嚴重程度的話，我想可能可以用大約失血多少毫升才會造成這個血壓，一些量化的數值，家屬可能更能了解嚴重性。,4.8,4.375
T0750,雖然不知道詳細情況，但是我才發現，其實有些民眾認為「休克」一詞，是沒有呼吸心跳、或是死亡需要壓胸電擊的意思。,4.75,3.375
T0751,一位年輕兒子出車禍，呼吸心跳在正常範圍，血壓50/25，最後經過急救仍死亡，父母無法諒解年輕體壯的兒子明明只有血壓「稍低」，其他生命跡象穩定，怎麼會導致死亡，且指控醫生辯稱兒子到院前已死亡，不過其實醫師說的是休克，而非死亡。,4.0,5.5
T0752,雖然休克這個詞，不算是非常艱深的醫學專有名詞，可能日常生活也有機會用到、耳聞，但可能是誤用的情況，因此，我們在說明時，若能加以解釋，可能可以避免一些不必要的誤會。,5.2,3.5
T0753,經醫師解釋休克後，家屬笑笑的說原來是這樣，自己一直誤會了，醫師也肯定家屬有問題就問出來非常好。,6.625,4.0
T0754,一開始發覺家屬不了解休克的時候，我覺得震驚，提醒並試想著自己未來可 以如何解釋，此外，也發現大部分的人以為只要開始洗腎，就要洗一輩子。,3.5,6.125
T0755,家屬聽到休克非常震驚且擔心，以為休克是沒有呼吸，也對於顯影劑可能會造成洗腎的風險感到十分害怕。,3.75,4.5
T0756,一位高血壓病患因肺炎入院，入院期間發生敗血性休克，而後有腹痛情形，醫師向家屬解釋病患因為休克，造成腎臟功能有損傷，目前不太適合做腹部電腦斷層，因為這個檢查需要使用顯影劑看比較清楚，而顯影劑可能會傷腎、嚴重者甚至需要洗腎，不過仍會繼續觀察症狀決定。,3.8,3.0
T0757,我的反思也許如今的我們還未真正站在第一線，現在嘴巴上說著視病如親、站在病人角度上思考，不知道當我們真正遇到問題或是已經被這些問題磨平了稜角撞得頭破血流時是否還能維持當初的初衷，不管如何還是希望自己能謹記當下的感受。,4.125,4.75
T0758,我做了什麼理解病人端覺得事情的發生的時間順序是發生在打了AZ疫苗之後，所以覺得可能是疫苗導致的，而醫師端認為跟疫苗關係不大，跟病人本身的體質和underlying disease有關，所以兩方在溝通過後病人端還是沒辦法接受老師們的說辭，一直在繞圈圈，而醫護端也覺得病人和病人家屬難以溝通，而走一步算一步。,3.875,4.7
T0759,我的反應當下我的反應就是先去把病人的病歷給瞭解了一遍發現病人是一個DVT且是塞在proximal的病人，怕progress到compartment syndrome，於是做了fasciotomy和thrombolytic therapy，在此背景下我覺得病人在這麼痛的情況下並且被關在ICU好幾天不見天日，且家屬一天只能來半小時還不一定會來，難免會有煩躁的情緒，而身旁的人確是以不耐煩的態度去照顧我覺得不太妥當。,3.375,5.5
T0760,我的感受一開始由於醫護端在私下溝通起那個病床的病人時會帶有不耐煩的情緒或是覺得麻煩的情緒，令我很錯愕。,3.875,6.375
T0761,事件經過一位病人做完筋膜切開術之後再打了fentanyl和midazolam後時不時會鬼哭神嚎，當時醫護人員過去不明白是dose不夠導致很痛或是束縛起來有delirium，而醫護人員過去之後問病人是不是很痛病人也不說，最後就是把dose調上去並給予音樂治療。,3.875,4.1
T0762,我現在覺得滿難回答的，希望之後的某天，可以逐漸想得清楚一點。,4.5,4.625
T0763,怎樣才能不違背患者意願，同時讓大家都對此滿意呢？,4.375,4.1
T0764,如果患者與家屬想法相悖，醫療決策可能就會陷入困難。,4.5,2.25
T0765,最後，讓我覺得最困惑與棘手的是，即便患者曾經口頭明確表明立場，昏迷後，仍需由家屬間達成共識，代為決定，這是比較常看到的狀況。,4.5,3.25
T0766,因此，開立哪些檢查或是哪些臨床觀察，可以作為證明，就變得滿重要。,5.125,2.25
T0767,在新聞媒體的播報及閱聽人的揣測下，民眾經常會對於施打後所出現的各項症狀感到恐慌與不滿，也容易認為這些病徵都與疫苗相關，這時要進行有效溝通，就必須要有足夠證據來證明與疫苗無關。,5.0,4.1
T0768,不過，要怎麼在這樣的局面下溝通，並維持平衡，還是需要思考。,5.0,2.5
T0769,可以理解在特別希望能救活自己親人的時刻，親屬會變得比較不理性，面對醫療團隊的建議，也比較容易繼續堅持己見。,4.375,3.125
T0770,另外，要在安撫他們情緒的同時，嚴正拒絕家屬提出的不合理要求，如：抹符水，並說之以理，也有難度。,4.625,3.125
T0771,這個會談過程帶給我不小的震撼，當下覺得很困難的是，面對情緒潰堤的家屬，要保持平穩的心情，繼續理性客觀說明病況、給予建議，真的好不容易，雖然我只是在一旁觀看，但都覺察到自己情緒波動很大，如果置身場內，應該會更慌。,3.75,6.625
T0772,許醫師回答：「傷口位置千萬不行。」,4.625,4.4
T0773,突然，患者兒子詢問：「我們可以用符水幫她擦拭傷口嗎？」,5.0,2.625
T0774,接著，談到後續可能面臨的透析，雖屢次提到「患者清醒時曾表達不願接受透析」，但家屬們情緒難以平復，仍然希望老師可以使用各式方法，全力救治。,3.7,5.125
T0775,這個問題，讓家屬們沉默許久，家族內也各自有不同意見，一時難以決定。,4.25,3.875
T0776,「她的皮膚會被我們割得很不完整，你們願意看到她這樣受苦嗎？」,3.0,6.125
